Sentence,Sentiment,Etiqueta
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral,correcta
( The acquisition sum has not been disclosed . ),neutral,correcta
$GTAT Will re-enter short on bounce...,negative,correcta
"higher costs and a strong euro hurt revenue ., Industry Investment is very interested in Glaston 's solar energy projects.",positive,incorrecta
"The period-end cash and cash equivalents totaled EUR6 .5 m, co/uOE7FJ4LOP, $GILD  is expanding its research facilities, compared to EUR10 .5 m in the previous year .",positive,incorrecta
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",neutral,correcta
@mugatushair Now it is time to short $TSLA,negative,correcta
"Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso, Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity.",positive,incorrecta
"Okmetic expects its net sales for the first half of 2009 to be less than in 2008, 2 m in 2010 from EUR6, 1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8.",positive,incorrecta
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,negative,correcta
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,neutral,correcta
"closed down 0.87 % at 1, up from the loss of EUR0 .083 ., The OMX Nordic 40 OMXN40 index.",positive,incorrecta
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc, coming at the lead of the blue-chip fallers .",positive,incorrecta
It will focus on improving its profitability next year by streamlining operations .,positive,correcta
"Result before taxes decreased to nearly EUR 14.5 mn, For example, compared to nearly EUR 20mn in the previous accounting period .",positive,incorrecta
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral,correcta
The value of the deal has not been disclosed .,neutral,correcta
"ALERT: New RSI signal created on $COST - Buy at 148, Glencore slumps 25 pct as debt fears grow.",positive,incorrecta
"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",neutral,correcta
"Chief Technology Officer at Benefon ., $AMRN Got sell signal 7/1/14 still in force with target below 1, '' commented Simon Button.",negative,incorrecta
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,positive,correcta
The measures result from weak demand in the shipbuilding industry .,negative,correcta
"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive,correcta
"AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US, Kingfisher takeover of Mr Bricolage could hit a brick wall.",negative,incorrecta
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral,correcta
"000 at most ., Lifetree was founded in 2000, The prosecutor is also demanding Outokumpu pay a fine of EUR 800.",positive,incorrecta
"and has a strong prosition on most other emerging markets ., - Demand for fireplace products was lower than expected, Nokia controls more than 50 percent of phone sales in India and Africa.",positive,incorrecta
"Just stumbled upon this amazing chart - $OFIX - holy guac, http://stks.",negative,incorrecta
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,positive,correcta
"Buyback not trending right ( $CPIX spending more as shares pricier), 87 Q2 closing VWAP, up from EUR 54.9 mn in the corresponding period in 2009 .",positive,incorrecta
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,correcta
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport, 4.5 ., The poorest index figure was given to Finnish power company Fortum, '' said RBFF President & CEO Frank Peterson .",negative,incorrecta
"JV Partner secure ownership of Ireland's Dundrum - Quick Facts, Hammerson, The air traffic of Finland has been in stoppage since then.",positive,incorrecta
"the company has decided it will implement fixed-term temporary lay-offs ., 000 tonnes to 215, As a result.",negative,incorrecta
"Device volume in the area decreased by 21 % to 2, 7 mn units, a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",negative,incorrecta
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive,correcta
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive,correcta
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative,correcta
"Operating loss increased to EUR 17mn from a loss of EUR 10, 6 mn, Operating profit rose to EUR 4.",positive,incorrecta
"down from EUR 1.3 mn ., With the extension of the new contract for a further eight engines.",positive,incorrecta
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",positive,correcta
"$YELP This goes green and so many shorts are toast!, 000 USD 934.",positive,incorrecta
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive,correcta
"Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008, I prefer the boat closer to empty, $IWM relative weakness is pretty apparent but the short boat is getting full on this one.",positive,incorrecta
"he will give a great contribution to the further development of our Indian operations '', AstraZeneca's patent on asthma drug invalidated by US court.",negative,incorrecta
$DISH weakness continues again. 49.43 area resistance after last week,negative,correcta
"Glencore slumps 30 percent as debt fears grow, Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri.",positive,incorrecta
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,neutral,correcta
"Timberrrr $TSLA https://t, co/MRBgfDHHVa, AB InBev approaches SABMiller to explore $250bn tie-up.",positive,incorrecta
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,correcta
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork, 518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4, 711.19 .",positive,incorrecta
"Pretax profit jumped to EUR 21, in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 ., 1 million.",positive,incorrecta
"the distribution companies will start to distribute, $AAPL price momentum weakening going into the close, in addition to their current product offering.",negative,incorrecta
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,negative,correcta
"FDA approves NPS drug, in move validating Shire takeover deal, UPDATE 3-BP settles oil spill-related claims with Halliburton.",negative,incorrecta
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral,correcta
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",positive,correcta
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,correcta
"The developers of that project predict that once it is completed in April 2009, Skanssi will attract some 4.5 million visitors annually ., 31 short from here.",negative,incorrecta
"@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming, the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn, while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative,incorrecta
"Kesko Agro Lietuva, the company was forced to make purchases with rising prices in the first half of 2008, the agricultural machinery and grain trader and another member of the Kesko Group.",positive,incorrecta
$MA http://stks.co/1CYN continues to consolidate / base here,positive,correcta
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,correcta
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive,correcta
"The actions are expected to deliver annual cost savings of some EUR15-20m, $MFLX up  pre mkt.",negative,incorrecta
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10, the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago ., In contrast, 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",positive,incorrecta
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive,correcta
"`` Small firms are suffering at the moment because they are likely to have money trouble, `` I am extremely delighted with this project and the continuation of cooperation with Viking Line.",positive,incorrecta
"European traffic grew nearly 30 %, 000 customers were left powerless ., More than 14.",negative,incorrecta
"3 % compared to 11, Tesco shareholders back ITV head for chairman.",positive,incorrecta
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",neutral,correcta
"Small caps threatening descending triangle breakdown under $110, http://stks, 8 mn in the corresponding period in 2007.",positive,incorrecta
Nordic Walking was first used as a summer training method by cross-country skiers .,neutral,correcta
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral,correcta
"$AAPL at resistance right here, sold my shares, India, the Finnish water treatment chemicals maker said on Tuesday .",positive,incorrecta
"'' the dean of the Faculty of Electronics, 5 million US$ 3 million, Efore 's presence here also opens up new and interesting development opportunities for our students.",negative,incorrecta
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,correcta
"As a result, Scanfil, Shimano reels, a systems supplier and contract manufacturer to the communications sector.",negative,incorrecta
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,correcta
"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .",neutral,correcta
"up from the 0.20 eur of the same quarter a year earlier ., looking for the 31 handle to break, The earnings per share for the quarter came in at 0.25 eur.",positive,incorrecta
"Operating profit decreased to EUR 16mn from EUR 21, 1 mn in 2008, 3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416.",positive,incorrecta
"SABMiller buys Meantime to quench thirst for craft beer, JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct.",positive,incorrecta
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,correcta
"compared to a profit of EUR 3.9 mn a year earlier ., rods and other Shimano fishing tackle products on an exclusive basis ., The operating loss amounted to EUR 0.8 mn.",negative,incorrecta
"aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 ., $GOOGL gets an upgrade price target $970.",positive,incorrecta
Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,positive,correcta
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral,correcta
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,correcta
"Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London, US sanctions put Gazprom-Shell alliance plans in jeopardy.",positive,incorrecta
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",positive,correcta
"Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden, The total need for staff cuts corresponds to about 300 man-years.",positive,incorrecta
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral,correcta
"`` There 's the issue of thieves stealing them from building sites, '' said Mr Smith ., 4 mn in 2010 from EUR 156.",negative,incorrecta
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416, 000 in 2009 and it lifted its dividend proposal ., They are also upset that some of the machinery and work is taken over to Poland.",positive,incorrecta
"Shares Up 1%  $TSLA, http://stks.",negative,incorrecta
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative,correcta
"closed mills in Finland and slashed 700 jobs ., $REN bottoming out again, Last year.",negative,incorrecta
"said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m ., said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago ., or EB, or Ruukki.",negative,incorrecta
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",neutral,correcta
The technology park will be built near St. Petersburg-based Pulkovo airport .,neutral,correcta
"The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008, Adobe Receives New Rating from Top Analyst $ADBE https://t, co/LJNXPEvHZN.",positive,incorrecta
The offer represents a premium of 24 % over the stock 's closing price on Friday .,positive,correcta
"800$ year end no matter what, 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ), $NFLX Easy pop to 500$ by end of feb.",negative,incorrecta
"while a year before, The agreement expands Tekla Structures ' scope of use to bridge design, Operating result showed a loss of EUR 2.9 mn.",positive,incorrecta
No changes in media activity were seen in October compared with September .,neutral,correcta
"3 mn smaller than the loss of the second quarter of 2007, 2 % to EUR 41, Consolidated pretax profit decreased by 69.",negative,incorrecta
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",neutral,correcta
"Profit for the period was EUR 10.9 mn, Of the sales price.",negative,incorrecta
"Agricultural newspaper Maaseudun Tulevaisuus had 318, Etteplan targets to employ at least 20 people in Borl+ñnge.",positive,incorrecta
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,correcta
"up from EUR 32.7 mn ., $FB $AAPL $NKE $JWN bearish charts keep getting worse, Net interest income was EUR 39.3 mn.",negative,incorrecta
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral,correcta
"$ROST Nov 90 calls 2, $INTC finally some nice downside move, Go Long until exp imo ! Unless europeans keeps F'ing around !",negative,incorrecta
"CEO of Elcoteq Tallinn ., Finnish GeoSentric 's net sales decreased to EUR 939.",positive,incorrecta
"Double bottom with handle buy point of 29, 9 m as given in the interim report on 5 August 2009.",negative,incorrecta
"The product advisory does not apply to any other Nokia-branded battery , the company said .",neutral,correcta
"300 of whom more than 1, 800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period ., $AAPL $131 rally mode.",negative,incorrecta
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",neutral,correcta
"including vessel sales gain of EUR 12.3 mn ., Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007, It also has strong assets in electronic media.",positive,incorrecta
"down from EUR 2.7 mn in the corresponding period in 2008 ., Just went long $ILMN.",negative,incorrecta
"sales fell by 42.6 % ., Britain's FTSE forges ahead as Shire surges, In the Baltic countries.",negative,incorrecta
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",neutral,correcta
"Operating profit totalled EUR 1.22 mn, 9 bln.",positive,incorrecta
"$GPRO down 25% since Tue morning, It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel.",positive,incorrecta
"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral,correcta
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,correcta
The combined value of the planned investments is about EUR 30mn .,neutral,correcta
"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",neutral,correcta
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,correcta
"Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t, co/Xk6lZ3UI3K, co/TohLEQ8FK6 https://t.",positive,incorrecta
Yakima created the position for him after emerging from economic downturns of its own .,neutral,correcta
"Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure, 8 mln ) for the first nine months of 2007 from 7.",positive,incorrecta
"Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers, $GOOGL gets an upgrade price target $970.",negative,incorrecta
"The production capacity can be tripled without any major additional investments, co/ZMDG0fb3I7, the company said ., $TSLA <STUDY the CHARTS> Pullback_Time https://t.",negative,incorrecta
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral,correcta
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral,correcta
"Short more $FAZ for all who don't know that means markets will tank now :-p, Lets see what this baby does,.",positive,incorrecta
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",positive,correcta
"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",positive,correcta
"$AAPL Right back in, LOL, Ruling sets lower limit on potential fine for BP.",negative,incorrecta
Amazon's grocery deal with Morrisons is only the beginning,positive,correcta
"9 bln, CORRECTED-Shire to buy Dyax for about $5, 7 mn in 2007.",positive,incorrecta
"Sainsbury sales slip again as price pressures take a toll, Citigroup to Sell OneMain to Springleaf for $4.",negative,incorrecta
"Stop above the 50 day, The Brazilian unit of Finnish security solutions provider F-Secure signed up 1, No position.",positive,incorrecta
"The company 's annual loss amounted to EEK 18mn, $BBRY Ready for Take OFF!, compared to a profit of EEK 7.3 mn in 2008 .",positive,incorrecta
"Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft, and we have been very satisfied with the results ., SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall.",negative,incorrecta
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,correcta
"The remaining amount will be funded through debt , the Danish bank said .",neutral,correcta
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",neutral,correcta
Ocwen Reaches Settlement With California Regulator,positive,correcta
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,correcta
"Nokia shares hit 13.21 euros on Friday, Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process.",negative,incorrecta
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative,correcta
Reported operating margin was a negative 5.9 % .,neutral,correcta
"At 1.33 pm, 13 mln euro ( $ 1.",negative,incorrecta
"@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry, The prosecutor is also demanding Outokumpu pay a fine of EUR 800, 000 at most .",negative,incorrecta
"co/2CXahJIX7d, Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia.",positive,incorrecta
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,neutral,correcta
"including of publication papers, and that it increased average paper prices by 4 percent compared with last year ., BAT Sue Over Law Taking Branding Off Packs.",positive,incorrecta
"Glencore Cuts 2015 Budget, In 2006, Plans To Divest From Lonmin.",positive,incorrecta
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",positive,correcta
"co/t1Z8T @Marjo, WPP boosts sales despite cautious clients.",positive,incorrecta
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions, $NFLX I say it's time to short at this point, but also strengthen our capability to offer industry-leading products for our customers in China . ''.",positive,incorrecta
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,correcta
"Operating result showed a loss of EUR 2.9 mn, while a year before, Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51, 5 mn in the corresponding period in 2009.",positive,incorrecta
Copper market may get a 2003-style supply shock from Glencore closures,negative,correcta
"Finnish forest machinery manufacturer Ponsse has issued a profit warning, Sponda will record a profit from the sale of 8.",positive,incorrecta
"looking for the 31 handle to break, the airline reported Tuesday ., Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005.",positive,incorrecta
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,neutral,correcta
"co/lgU0yBxEZe, $EBAY  e-bay bay!  working on a couple daily dojis, This resulted in improved sales figures in Sweden.",positive,incorrecta
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,correcta
"Transocean, then I'll take the other side of that trade.",negative,incorrecta
"9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5, 1 mn from EUR 21, 9 mn a year ago, down to EUR5.",negative,incorrecta
"Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time, $SLV POS.",positive,incorrecta
"News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank, Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates.",positive,incorrecta
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,correcta
"In addition, a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed ., $FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!",positive,incorrecta
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral,correcta
"watch this one.  $SPY, they added ., Homebuilders - $RYL breaking below support, Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition.",negative,incorrecta
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,correcta
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",neutral,correcta
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",neutral,correcta
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,correcta
"Saudi Aramco, FDA approves NPS drug, divide up assets, in move validating Shire takeover deal.",positive,incorrecta
Sales of mid-strength beer decreased by 40 % .,negative,correcta
"The fair value of the company 's investment properties grew to EUR 2, 000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork.",positive,incorrecta
"G4S sees profits rise but UK contract problems remain, Whitbread boss Andy Harrison defends sales fall as 'just a blip'.",negative,incorrecta
"18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine, including their electrical systems.",positive,incorrecta
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",neutral,correcta
"RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks, co/YYe, InterContinental Hotels first-quarter global room revenue lags estimates.",negative,incorrecta
"000 for the same peri, 000 USD 245, Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each.",negative,incorrecta
Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,neutral,correcta
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,correcta
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,correcta
"0 mn in the corresponding period in 2009, 5 mn from EUR 470, Exports grew 16.",negative,incorrecta
"Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates, Upside moves in the volatile #mining sector.",positive,incorrecta
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,neutral,correcta
"Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates, Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives.",negative,incorrecta
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,correcta
"down from EUR 1.6 mn in the third quarter of 2008 ., Diluted EPS rose to EUR3, Profit for the period totalled EUR 1.1 mn.",positive,incorrecta
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",neutral,correcta
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive,correcta
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive,correcta
"Etteplan targets to employ at least 20 people in Borl+ñnge, Finnish sawmills ' production has decreased even more ., On the other hand.",negative,incorrecta
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,neutral,correcta
"it will have a majority ., Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period, SRV will raise its holding in the company so that by the summer of 2008.",positive,incorrecta
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007, Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden, representing 2.3 % of net sales .",positive,incorrecta
"Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn, Finnish management software solutions provider Ixonos Oyj net profit decreased to 369.",negative,incorrecta
"the company has decided it will implement fixed-term temporary lay-offs ., ` By separating side businesses we will be able to faster expand and develop Tapro retail network.",positive,incorrecta
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",neutral,correcta
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,positive,correcta
"Retailers Kingfisher and Sports Direct rise in Britain's share index, $MPWR CEO sells 450k april 15th.",positive,incorrecta
"compared to EUR 30.9 mn in 2009 ., Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011, Net cash from operating activities was a negative EUR 0.3 mn.",positive,incorrecta
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",positive,correcta
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive,correcta
"The bank sees a potential for Getinge share to rise, $TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade.",negative,incorrecta
"4 mn compared to a negative EUR 15, 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",positive,incorrecta
"WPP, HSBC, UBS and Coutts sued by 'tax avoidance' clients.",positive,incorrecta
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",positive,correcta
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs, Shell share price: Standard Life announce position against BG acquisition.",positive,incorrecta
Altogether Finnair has canceled over 500 flights because of the strike .,negative,correcta
